document_verification_id,document_id,customer_id,verification_date,verification_provider,document_authenticity_status,name_match_status,date_of_birth_match_status,expiry_check_status,verification_score,verification_status
DV001250,DOC001250,CUST00625,2024-10-27,Onfido,Rejected,Review Required,Mismatch,Review Required,46.27,Rejected
DV001251,DOC001251,CUST00626,2025-09-16,Persona,Authentic,Matched,Matched,Expired,99.13,Verified
DV001252,DOC001252,CUST00626,2025-08-05,Onfido,Authentic,Matched,Matched,Valid,97.06,Verified
DV001253,DOC001253,CUST00627,2024-08-30,Onfido,Authentic,Matched,Matched,Expired,84.35,Verified
DV001254,DOC001254,CUST00627,2026-10-12,Internal KYC Engine,Authentic,Matched,Matched,Valid,84.08,Verified
DV001255,DOC001255,CUST00628,2026-06-09,Internal KYC Engine,Under Review,Matched,Review Required,Review Required,53.84,Pending
DV001256,DOC001256,CUST00628,2026-02-24,Internal KYC Engine,Authentic,Matched,Matched,Valid,96.66,Verified
DV001257,DOC001257,CUST00629,2024-10-04,Internal KYC Engine,Authentic,Matched,Matched,Valid,83.2,Verified
DV001258,DOC001258,CUST00629,2025-11-05,Persona,Authentic,Matched,Matched,Valid,98.17,Verified
DV001259,DOC001259,CUST00630,2025-01-09,Persona,Authentic,Matched,Matched,Expired,81.11,Verified
DV001260,DOC001260,CUST00630,2025-04-20,Onfido,Authentic,Matched,Matched,Valid,86.74,Verified
DV001261,DOC001261,CUST00631,2026-09-19,Manual Review,Authentic,Matched,Matched,Expired,91.4,Verified
DV001262,DOC001262,CUST00631,2024-07-28,Internal KYC Engine,Authentic,Matched,Matched,Valid,88.56,Verified
DV001263,DOC001263,CUST00632,2026-03-31,Persona,Authentic,Matched,Matched,Expired,91.17,Verified
DV001264,DOC001264,CUST00632,2024-03-10,Internal KYC Engine,Authentic,Matched,Matched,Valid,98.31,Verified
DV001265,DOC001265,CUST00633,2024-09-26,Onfido,Authentic,Matched,Matched,Expired,88.05,Verified
DV001266,DOC001266,CUST00633,2026-01-16,Persona,Authentic,Matched,Matched,Valid,81.7,Verified
DV001267,DOC001267,CUST00634,2024-01-06,Manual Review,Authentic,Matched,Matched,Expired,92.56,Verified
DV001268,DOC001268,CUST00634,2026-09-10,Persona,Rejected,Review Required,Mismatch,Review Required,32.3,Rejected
DV001269,DOC001269,CUST00635,2025-09-21,Manual Review,Under Review,Review Required,Matched,Review Required,58.98,Pending
DV001270,DOC001270,CUST00635,2024-11-30,Internal KYC Engine,Authentic,Matched,Matched,Valid,85.15,Verified
DV001271,DOC001271,CUST00636,2024-05-28,Persona,Authentic,Matched,Matched,Valid,84.51,Verified
DV001272,DOC001272,CUST00636,2025-10-08,Manual Review,Authentic,Matched,Matched,Valid,89.64,Verified
DV001273,DOC001273,CUST00637,2024-04-16,Manual Review,Authentic,Matched,Matched,Valid,81.94,Verified
DV001274,DOC001274,CUST00637,2025-02-06,Persona,Authentic,Matched,Matched,Valid,89.8,Verified
DV001275,DOC001275,CUST00638,2025-12-17,Onfido,Authentic,Matched,Matched,Expired,81.47,Verified
DV001276,DOC001276,CUST00638,2024-06-25,Persona,Authentic,Matched,Matched,Valid,84.52,Verified
DV001277,DOC001277,CUST00639,2024-10-27,Internal KYC Engine,Authentic,Matched,Matched,Expired,99.32,Verified
DV001278,DOC001278,CUST00639,2024-05-25,Persona,Authentic,Matched,Matched,Valid,96.67,Verified
DV001279,DOC001279,CUST00640,2025-01-31,Persona,Authentic,Matched,Matched,Expired,90.31,Verified
DV001280,DOC001280,CUST00640,2025-01-23,Internal KYC Engine,Authentic,Matched,Matched,Valid,89.19,Verified
DV001281,DOC001281,CUST00641,2025-08-24,Internal KYC Engine,Authentic,Matched,Matched,Expired,94.64,Verified
DV001282,DOC001282,CUST00641,2026-07-07,Internal KYC Engine,Authentic,Matched,Matched,Valid,85.5,Verified
DV001283,DOC001283,CUST00642,2024-01-01,Internal KYC Engine,Authentic,Matched,Matched,Expired,91.0,Verified
DV001284,DOC001284,CUST00642,2024-02-22,Manual Review,Authentic,Matched,Matched,Valid,89.87,Verified
DV001285,DOC001285,CUST00643,2026-12-30,Manual Review,Authentic,Matched,Matched,Expired,95.0,Verified
DV001286,DOC001286,CUST00643,2025-04-06,Internal KYC Engine,Authentic,Matched,Matched,Valid,97.32,Verified
DV001287,DOC001287,CUST00644,2024-01-11,Manual Review,Authentic,Matched,Matched,Expired,99.73,Verified
DV001288,DOC001288,CUST00644,2024-06-05,Onfido,Authentic,Matched,Matched,Valid,88.27,Verified
DV001289,DOC001289,CUST00645,2024-03-10,Internal KYC Engine,Authentic,Matched,Matched,Expired,95.73,Verified
DV001290,DOC001290,CUST00645,2025-05-04,Persona,Authentic,Matched,Matched,Valid,81.8,Verified
DV001291,DOC001291,CUST00646,2025-12-11,Onfido,Authentic,Matched,Matched,Valid,97.28,Verified
DV001292,DOC001292,CUST00646,2026-02-24,Persona,Authentic,Matched,Matched,Valid,85.36,Verified
DV001293,DOC001293,CUST00647,2024-05-30,Internal KYC Engine,Under Review,Review Required,Matched,Review Required,67.55,Pending
DV001294,DOC001294,CUST00647,2025-12-06,Internal KYC Engine,Authentic,Matched,Matched,Valid,90.18,Verified
DV001295,DOC001295,CUST00648,2024-06-10,Onfido,Authentic,Matched,Matched,Expired,90.89,Verified
DV001296,DOC001296,CUST00648,2026-03-14,Internal KYC Engine,Rejected,Review Required,Review Required,Review Required,38.01,Rejected
DV001297,DOC001297,CUST00649,2024-04-06,Manual Review,Under Review,Matched,Matched,Review Required,76.73,Pending
DV001298,DOC001298,CUST00649,2024-01-06,Onfido,Authentic,Matched,Matched,Valid,96.43,Verified
DV001299,DOC001299,CUST00650,2025-05-18,Onfido,Authentic,Matched,Matched,Expired,85.7,Verified
DV001300,DOC001300,CUST00650,2025-10-15,Internal KYC Engine,Authentic,Matched,Matched,Valid,94.34,Verified
DV001301,DOC001301,CUST00651,2025-07-19,Onfido,Authentic,Matched,Matched,Expired,82.34,Verified
DV001302,DOC001302,CUST00651,2025-05-24,Persona,Authentic,Matched,Matched,Valid,99.89,Verified
DV001303,DOC001303,CUST00652,2024-02-19,Persona,Authentic,Matched,Matched,Valid,83.56,Verified
DV001304,DOC001304,CUST00652,2026-03-17,Persona,Authentic,Matched,Matched,Valid,91.77,Verified
DV001305,DOC001305,CUST00653,2024-03-22,Persona,Authentic,Matched,Matched,Valid,95.34,Verified
DV001306,DOC001306,CUST00653,2026-03-28,Internal KYC Engine,Authentic,Matched,Matched,Valid,90.27,Verified
DV001307,DOC001307,CUST00654,2024-02-13,Manual Review,Authentic,Matched,Matched,Expired,92.57,Verified
DV001308,DOC001308,CUST00654,2024-01-26,Persona,Authentic,Matched,Matched,Valid,90.68,Verified
DV001309,DOC001309,CUST00655,2024-11-18,Internal KYC Engine,Authentic,Matched,Matched,Expired,87.83,Verified
DV001310,DOC001310,CUST00655,2026-02-21,Internal KYC Engine,Authentic,Matched,Matched,Valid,81.81,Verified
DV001311,DOC001311,CUST00656,2025-02-27,Persona,Authentic,Matched,Matched,Valid,93.84,Verified
DV001312,DOC001312,CUST00656,2025-12-02,Manual Review,Authentic,Matched,Matched,Valid,94.45,Verified
DV001313,DOC001313,CUST00657,2024-04-23,Persona,Authentic,Matched,Matched,Valid,82.64,Verified
DV001314,DOC001314,CUST00657,2026-08-17,Internal KYC Engine,Authentic,Matched,Matched,Valid,92.1,Verified
DV001315,DOC001315,CUST00658,2024-02-12,Onfido,Authentic,Matched,Matched,Valid,85.27,Verified
DV001316,DOC001316,CUST00658,2026-06-03,Manual Review,Authentic,Matched,Matched,Valid,95.24,Verified
DV001317,DOC001317,CUST00659,2026-09-16,Onfido,Authentic,Matched,Matched,Expired,80.85,Verified
DV001318,DOC001318,CUST00659,2024-03-25,Onfido,Authentic,Matched,Matched,Expired,91.93,Verified
DV001319,DOC001319,CUST00660,2024-07-08,Internal KYC Engine,Authentic,Matched,Matched,Expired,91.99,Verified
DV001320,DOC001320,CUST00660,2024-10-24,Manual Review,Under Review,Matched,Matched,Review Required,52.66,Pending
DV001321,DOC001321,CUST00661,2024-07-16,Internal KYC Engine,Authentic,Matched,Matched,Valid,87.57,Verified
DV001322,DOC001322,CUST00661,2025-11-24,Onfido,Authentic,Matched,Matched,Valid,90.74,Verified
DV001323,DOC001323,CUST00662,2026-03-28,Persona,Authentic,Matched,Matched,Expired,86.86,Verified
DV001324,DOC001324,CUST00662,2024-09-01,Onfido,Authentic,Matched,Matched,Valid,83.73,Verified
DV001325,DOC001325,CUST00663,2026-04-05,Onfido,Authentic,Matched,Matched,Valid,91.88,Verified
DV001326,DOC001326,CUST00663,2026-07-20,Persona,Authentic,Matched,Matched,Valid,85.91,Verified
DV001327,DOC001327,CUST00664,2025-10-04,Persona,Authentic,Matched,Matched,Expired,82.93,Verified
DV001328,DOC001328,CUST00664,2026-08-21,Onfido,Authentic,Matched,Matched,Valid,92.01,Verified
DV001329,DOC001329,CUST00665,2025-07-12,Internal KYC Engine,Authentic,Matched,Matched,Expired,89.52,Verified
DV001330,DOC001330,CUST00665,2025-08-29,Manual Review,Authentic,Matched,Matched,Valid,94.22,Verified
DV001331,DOC001331,CUST00666,2024-05-10,Internal KYC Engine,Suspicious,Mismatch,Mismatch,Expired,27.31,Rejected
DV001332,DOC001332,CUST00666,2024-05-30,Internal KYC Engine,Authentic,Matched,Matched,Valid,87.81,Verified
DV001333,DOC001333,CUST00667,2025-07-11,Manual Review,Authentic,Matched,Matched,Valid,94.58,Verified
DV001334,DOC001334,CUST00667,2026-09-22,Manual Review,Authentic,Matched,Matched,Expired,97.53,Verified
DV001335,DOC001335,CUST00668,2024-09-27,Manual Review,Authentic,Matched,Matched,Expired,99.96,Verified
DV001336,DOC001336,CUST00668,2025-10-31,Manual Review,Authentic,Matched,Matched,Valid,83.6,Verified
DV001337,DOC001337,CUST00669,2026-01-14,Persona,Authentic,Matched,Matched,Valid,98.46,Verified
DV001338,DOC001338,CUST00669,2024-10-09,Manual Review,Authentic,Matched,Matched,Valid,99.52,Verified
DV001339,DOC001339,CUST00670,2026-02-04,Manual Review,Under Review,Matched,Review Required,Review Required,50.48,Pending
DV001340,DOC001340,CUST00670,2026-07-07,Onfido,Authentic,Matched,Matched,Valid,96.26,Verified
DV001341,DOC001341,CUST00671,2026-03-06,Manual Review,Authentic,Matched,Matched,Valid,84.32,Verified
DV001342,DOC001342,CUST00671,2024-04-16,Manual Review,Authentic,Matched,Matched,Valid,80.97,Verified
DV001343,DOC001343,CUST00672,2026-03-22,Manual Review,Authentic,Matched,Matched,Expired,84.73,Verified
DV001344,DOC001344,CUST00672,2024-01-18,Internal KYC Engine,Authentic,Matched,Matched,Valid,84.77,Verified
DV001345,DOC001345,CUST00673,2026-12-23,Onfido,Authentic,Matched,Matched,Expired,80.88,Verified
DV001346,DOC001346,CUST00673,2026-05-28,Internal KYC Engine,Authentic,Matched,Matched,Valid,92.94,Verified
DV001347,DOC001347,CUST00674,2024-09-04,Onfido,Authentic,Matched,Matched,Expired,96.75,Verified
DV001348,DOC001348,CUST00674,2024-03-30,Onfido,Authentic,Matched,Matched,Valid,97.19,Verified
DV001349,DOC001349,CUST00675,2024-04-30,Persona,Authentic,Matched,Matched,Valid,99.77,Verified
DV001350,DOC001350,CUST00675,2024-10-20,Internal KYC Engine,Authentic,Matched,Matched,Valid,92.78,Verified
DV001351,DOC001351,CUST00676,2025-06-21,Internal KYC Engine,Authentic,Matched,Matched,Expired,82.71,Verified
DV001352,DOC001352,CUST00676,2025-02-13,Manual Review,Authentic,Matched,Matched,Valid,83.16,Verified
DV001353,DOC001353,CUST00677,2026-08-15,Internal KYC Engine,Authentic,Matched,Matched,Expired,95.14,Verified
DV001354,DOC001354,CUST00677,2024-08-17,Persona,Authentic,Matched,Matched,Valid,84.63,Verified
DV001355,DOC001355,CUST00678,2026-12-28,Manual Review,Under Review,Review Required,Matched,Review Required,51.44,Pending
DV001356,DOC001356,CUST00678,2026-08-07,Internal KYC Engine,Authentic,Matched,Matched,Valid,80.86,Verified
DV001357,DOC001357,CUST00679,2026-10-06,Internal KYC Engine,Authentic,Matched,Matched,Expired,98.34,Verified
DV001358,DOC001358,CUST00679,2024-10-07,Onfido,Under Review,Review Required,Review Required,Review Required,73.53,Pending
DV001359,DOC001359,CUST00680,2025-07-30,Internal KYC Engine,Authentic,Matched,Matched,Expired,86.38,Verified
DV001360,DOC001360,CUST00680,2025-04-06,Onfido,Authentic,Matched,Matched,Valid,98.51,Verified
DV001361,DOC001361,CUST00681,2024-02-03,Onfido,Authentic,Matched,Matched,Expired,82.49,Verified
DV001362,DOC001362,CUST00681,2026-03-08,Internal KYC Engine,Authentic,Matched,Matched,Valid,94.37,Verified
DV001363,DOC001363,CUST00682,2026-12-20,Persona,Authentic,Matched,Matched,Valid,92.59,Verified
DV001364,DOC001364,CUST00682,2025-08-02,Internal KYC Engine,Authentic,Matched,Matched,Valid,85.67,Verified
DV001365,DOC001365,CUST00683,2026-04-11,Persona,Authentic,Matched,Matched,Expired,87.96,Verified
DV001366,DOC001366,CUST00683,2026-01-29,Persona,Authentic,Matched,Matched,Valid,97.34,Verified
DV001367,DOC001367,CUST00684,2026-10-10,Onfido,Authentic,Matched,Matched,Expired,82.47,Verified
DV001368,DOC001368,CUST00684,2026-04-14,Manual Review,Authentic,Matched,Matched,Valid,86.3,Verified
DV001369,DOC001369,CUST00685,2026-04-16,Onfido,Authentic,Matched,Matched,Expired,80.24,Verified
DV001370,DOC001370,CUST00685,2024-10-12,Internal KYC Engine,Authentic,Matched,Matched,Valid,96.22,Verified
DV001371,DOC001371,CUST00686,2024-11-11,Manual Review,Rejected,Mismatch,Review Required,Expired,21.56,Rejected
DV001372,DOC001372,CUST00686,2026-04-11,Onfido,Authentic,Matched,Matched,Valid,98.04,Verified
DV001373,DOC001373,CUST00687,2025-12-24,Onfido,Authentic,Matched,Matched,Expired,82.62,Verified
DV001374,DOC001374,CUST00687,2026-01-17,Onfido,Authentic,Matched,Matched,Valid,87.32,Verified
DV001375,DOC001375,CUST00688,2025-02-11,Onfido,Authentic,Matched,Matched,Expired,81.42,Verified
DV001376,DOC001376,CUST00688,2025-04-16,Onfido,Authentic,Matched,Matched,Valid,81.36,Verified
DV001377,DOC001377,CUST00689,2024-07-11,Internal KYC Engine,Authentic,Matched,Matched,Expired,88.46,Verified
DV001378,DOC001378,CUST00689,2025-12-11,Manual Review,Authentic,Matched,Matched,Valid,88.46,Verified
DV001379,DOC001379,CUST00690,2026-02-03,Persona,Authentic,Matched,Matched,Expired,91.44,Verified
DV001380,DOC001380,CUST00690,2025-09-10,Onfido,Authentic,Matched,Matched,Valid,83.58,Verified
DV001381,DOC001381,CUST00691,2025-10-30,Internal KYC Engine,Authentic,Matched,Matched,Valid,84.18,Verified
DV001382,DOC001382,CUST00691,2025-06-27,Onfido,Authentic,Matched,Matched,Valid,88.85,Verified
DV001383,DOC001383,CUST00692,2025-06-25,Internal KYC Engine,Authentic,Matched,Matched,Valid,94.19,Verified
DV001384,DOC001384,CUST00692,2025-10-17,Manual Review,Authentic,Matched,Matched,Valid,84.28,Verified
DV001385,DOC001385,CUST00693,2025-10-15,Manual Review,Authentic,Matched,Matched,Expired,91.67,Verified
DV001386,DOC001386,CUST00693,2024-06-12,Manual Review,Authentic,Matched,Matched,Valid,82.46,Verified
DV001387,DOC001387,CUST00694,2025-09-07,Manual Review,Authentic,Matched,Matched,Expired,88.69,Verified
DV001388,DOC001388,CUST00694,2026-05-29,Internal KYC Engine,Authentic,Matched,Matched,Valid,91.61,Verified
DV001389,DOC001389,CUST00695,2024-09-09,Persona,Authentic,Matched,Matched,Valid,87.77,Verified
DV001390,DOC001390,CUST00695,2025-10-22,Manual Review,Authentic,Matched,Matched,Valid,83.9,Verified
DV001391,DOC001391,CUST00696,2026-07-31,Manual Review,Authentic,Matched,Matched,Expired,85.28,Verified
DV001392,DOC001392,CUST00696,2024-01-15,Internal KYC Engine,Authentic,Matched,Matched,Valid,90.94,Verified
DV001393,DOC001393,CUST00697,2024-04-10,Persona,Authentic,Matched,Matched,Expired,93.73,Verified
DV001394,DOC001394,CUST00697,2026-09-06,Manual Review,Authentic,Matched,Matched,Valid,99.41,Verified
DV001395,DOC001395,CUST00698,2024-01-13,Onfido,Under Review,Matched,Review Required,Review Required,57.09,Pending
DV001396,DOC001396,CUST00698,2024-12-01,Onfido,Authentic,Matched,Matched,Valid,91.27,Verified
DV001397,DOC001397,CUST00699,2025-03-20,Persona,Under Review,Review Required,Review Required,Review Required,64.18,Pending
DV001398,DOC001398,CUST00699,2024-10-21,Manual Review,Authentic,Matched,Matched,Valid,97.01,Verified
DV001399,DOC001399,CUST00700,2024-09-29,Persona,Authentic,Matched,Matched,Expired,84.25,Verified
DV001400,DOC001400,CUST00700,2026-04-09,Internal KYC Engine,Authentic,Matched,Matched,Valid,91.31,Verified
DV001401,DOC001401,CUST00701,2025-01-16,Persona,Authentic,Matched,Matched,Valid,85.18,Verified
DV001402,DOC001402,CUST00701,2024-12-01,Manual Review,Authentic,Matched,Matched,Valid,86.44,Verified
DV001403,DOC001403,CUST00702,2026-07-31,Manual Review,Authentic,Matched,Matched,Expired,98.7,Verified
DV001404,DOC001404,CUST00702,2025-01-17,Internal KYC Engine,Authentic,Matched,Matched,Valid,92.35,Verified
DV001405,DOC001405,CUST00703,2026-08-27,Persona,Authentic,Matched,Matched,Expired,83.31,Verified
DV001406,DOC001406,CUST00703,2024-11-22,Persona,Authentic,Matched,Matched,Expired,92.44,Verified
DV001407,DOC001407,CUST00704,2025-11-23,Persona,Authentic,Matched,Matched,Expired,94.42,Verified
DV001408,DOC001408,CUST00704,2025-05-03,Persona,Authentic,Matched,Matched,Expired,80.93,Verified
DV001409,DOC001409,CUST00705,2024-07-11,Internal KYC Engine,Authentic,Matched,Matched,Valid,80.43,Verified
DV001410,DOC001410,CUST00705,2025-01-21,Persona,Under Review,Matched,Matched,Review Required,62.28,Pending
DV001411,DOC001411,CUST00706,2024-12-24,Internal KYC Engine,Authentic,Matched,Matched,Expired,95.22,Verified
DV001412,DOC001412,CUST00706,2025-03-11,Internal KYC Engine,Authentic,Matched,Matched,Valid,85.87,Verified
DV001413,DOC001413,CUST00707,2026-12-11,Persona,Under Review,Review Required,Matched,Review Required,67.53,Pending
DV001414,DOC001414,CUST00707,2024-01-19,Manual Review,Authentic,Matched,Matched,Expired,97.79,Verified
DV001415,DOC001415,CUST00708,2025-10-19,Onfido,Authentic,Matched,Matched,Valid,86.63,Verified
DV001416,DOC001416,CUST00708,2025-07-04,Internal KYC Engine,Authentic,Matched,Matched,Valid,86.57,Verified
DV001417,DOC001417,CUST00709,2026-03-07,Onfido,Authentic,Matched,Matched,Expired,82.54,Verified
DV001418,DOC001418,CUST00709,2025-03-28,Onfido,Rejected,Review Required,Review Required,Expired,17.87,Rejected
DV001419,DOC001419,CUST00710,2026-03-16,Internal KYC Engine,Under Review,Matched,Matched,Review Required,70.78,Pending
DV001420,DOC001420,CUST00710,2025-03-13,Persona,Authentic,Matched,Matched,Valid,99.69,Verified
DV001421,DOC001421,CUST00711,2026-06-04,Persona,Authentic,Matched,Matched,Valid,83.69,Verified
DV001422,DOC001422,CUST00711,2026-10-06,Manual Review,Authentic,Matched,Matched,Valid,98.27,Verified
DV001423,DOC001423,CUST00712,2025-03-23,Persona,Authentic,Matched,Matched,Expired,89.35,Verified
DV001424,DOC001424,CUST00712,2026-04-28,Onfido,Authentic,Matched,Matched,Valid,98.78,Verified
DV001425,DOC001425,CUST00713,2026-04-02,Internal KYC Engine,Authentic,Matched,Matched,Expired,99.1,Verified
DV001426,DOC001426,CUST00713,2024-02-27,Manual Review,Authentic,Matched,Matched,Valid,94.6,Verified
DV001427,DOC001427,CUST00714,2026-01-10,Onfido,Authentic,Matched,Matched,Expired,80.07,Verified
DV001428,DOC001428,CUST00714,2024-03-11,Internal KYC Engine,Authentic,Matched,Matched,Valid,84.76,Verified
DV001429,DOC001429,CUST00715,2024-12-13,Internal KYC Engine,Authentic,Matched,Matched,Valid,92.29,Verified
DV001430,DOC001430,CUST00715,2025-08-12,Onfido,Authentic,Matched,Matched,Valid,82.71,Verified
DV001431,DOC001431,CUST00716,2024-03-17,Manual Review,Authentic,Matched,Matched,Expired,94.56,Verified
DV001432,DOC001432,CUST00716,2025-09-01,Onfido,Authentic,Matched,Matched,Valid,95.82,Verified
DV001433,DOC001433,CUST00717,2026-10-12,Internal KYC Engine,Authentic,Matched,Matched,Expired,82.65,Verified
DV001434,DOC001434,CUST00717,2026-06-08,Manual Review,Authentic,Matched,Matched,Valid,80.37,Verified
DV001435,DOC001435,CUST00718,2026-05-10,Persona,Under Review,Review Required,Matched,Review Required,62.41,Pending
DV001436,DOC001436,CUST00718,2024-01-05,Manual Review,Authentic,Matched,Matched,Valid,87.43,Verified
DV001437,DOC001437,CUST00719,2025-05-16,Manual Review,Under Review,Matched,Matched,Review Required,74.44,Pending
DV001438,DOC001438,CUST00719,2026-11-07,Internal KYC Engine,Authentic,Matched,Matched,Valid,83.82,Verified
DV001439,DOC001439,CUST00720,2026-04-06,Internal KYC Engine,Authentic,Matched,Matched,Expired,92.69,Verified
DV001440,DOC001440,CUST00720,2024-05-25,Internal KYC Engine,Authentic,Matched,Matched,Valid,98.92,Verified
DV001441,DOC001441,CUST00721,2025-07-01,Internal KYC Engine,Authentic,Matched,Matched,Valid,91.47,Verified
